groep_100,groep_titel,soort_id,euring_code,soort_naam,analyse_jaren_n,analyse_jaren_van,analyse_jaren_tot,positieve_jaren,geldige_jaarparen,nul_aandeel,pre_1984_aanwezig,post_1984_aanwezig,t0_soortanalyse,t0_msi,ecologische_beoordeling_t0_msi,ecologische_toelichting_t0_msi,t0_msi_eindselectie
800,Bosvogels,131,7610,Bosuil,68,1958,2025,50,48,0.264706,TRUE,TRUE,TRUE,TRUE,houden,goede boskernsoort,TRUE
800,Bosvogels,62,2870,Buizerd,68,1958,2025,36,34,0.470588,FALSE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,197,13080,Fluiter,68,1958,2025,23,14,0.661765,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,222,15390,Gaai,68,1958,2025,67,66,0.014706,TRUE,TRUE,TRUE,TRUE,twijfelgeval,wel bosgebonden maar ook vrij algemene soort,FALSE
800,Bosvogels,170,11220,Gekraagde Roodstaart,68,1958,2025,68,67,0.000000,TRUE,TRUE,TRUE,TRUE,twijfelgeval,meer bosrand/oude-bomen-soort dan boskern,FALSE
800,Bosvogels,208,14400,Glanskop,68,1958,2025,58,56,0.147059,TRUE,TRUE,TRUE,TRUE,houden,goede bossoort,TRUE
800,Bosvogels,201,13140,Goudhaan,68,1958,2025,38,33,0.441176,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,203,13350,Grauwe Vliegenvanger,68,1958,2025,48,39,0.294118,TRUE,TRUE,TRUE,TRUE,twijfelgeval,meer rand- en halfopen bos dan boskern,FALSE
800,Bosvogels,142,8560,Groene Specht,68,1958,2025,60,56,0.117647,TRUE,TRUE,TRUE,TRUE,twijfelgeval,meer open bos en rand dan boskern,FALSE
800,Bosvogels,144,8760,Grote Bonte Specht,68,1958,2025,53,52,0.220588,TRUE,TRUE,TRUE,TRUE,houden,goede bossoort,TRUE
800,Bosvogels,179,12020,Grote Lijster,68,1958,2025,53,43,0.220588,TRUE,TRUE,TRUE,TRUE,twijfelgeval,eerder open bos/parklandschap dan boskern,FALSE
800,Bosvogels,126,7120,Halsbandparkiet,68,1958,2025,27,26,0.602941,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,60,2670,Havik,68,1958,2025,33,32,0.514706,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,122,6680,Holenduif,68,1958,2025,45,43,0.338235,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,123,6700,Houtduif,68,1958,2025,68,67,0.000000,TRUE,TRUE,TRUE,TRUE,twijfelgeval,algemene soort; trend is weinig bosspecifiek,FALSE
800,Bosvogels,94,5290,Houtsnip,68,1958,2025,58,55,0.147059,TRUE,TRUE,TRUE,TRUE,houden,ecologisch relevant voor bosrijke milieus,TRUE
800,Bosvogels,224,15600,Kauw,68,1958,2025,59,55,0.132353,TRUE,TRUE,TRUE,TRUE,niet_opnemen,te sterk gekoppeld aan bebouwing en cultuurmilieu,FALSE
800,Bosvogels,146,8870,Kleine Bonte Specht,68,1958,2025,37,30,0.455882,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,214,14640,Koolmees,68,1958,2025,68,67,0.000000,TRUE,TRUE,TRUE,TRUE,twijfelgeval,te algemene soort voor boskernindicator,FALSE
800,Bosvogels,243,16660,Kruisbek,68,1958,2025,6,0,0.911765,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,210,14540,Kuifmees,68,1958,2025,52,50,0.235294,TRUE,TRUE,TRUE,TRUE,houden,goede bossoort,TRUE
800,Bosvogels,213,14620,Pimpelmees,68,1958,2025,61,58,0.102941,TRUE,TRUE,TRUE,TRUE,twijfelgeval,te algemene soort voor boskernindicator,FALSE
800,Bosvogels,132,7670,Ransuil,68,1958,2025,45,37,0.338235,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,232,15980,Ringmus,68,1958,2025,34,30,0.500000,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,225,15630,Roek,68,1958,2025,8,7,0.882353,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,238,16540,Sijs,68,1958,2025,8,1,0.882353,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,67,3200,Slechtvalk,68,1958,2025,6,5,0.911765,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,61,2690,Sperwer,68,1958,2025,33,28,0.514706,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,229,15820,Spreeuw,68,1958,2025,59,58,0.132353,TRUE,TRUE,TRUE,TRUE,niet_opnemen,te algemene cultuurvolger,FALSE
800,Bosvogels,198,13110,Tjiftjaf,68,1958,2025,61,56,0.102941,TRUE,TRUE,TRUE,TRUE,twijfelgeval,breed habitatgebruik,FALSE
800,Bosvogels,64,3040,Torenvalk,68,1958,2025,49,41,0.279412,TRUE,TRUE,TRUE,TRUE,niet_opnemen,geen boskernsoort,FALSE
800,Bosvogels,233,16360,Vink,68,1958,2025,52,50,0.235294,TRUE,TRUE,TRUE,TRUE,houden,voldoende passend als algemene bossoort,TRUE
800,Bosvogels,202,13150,Vuurgoudhaan,68,1958,2025,4,0,0.941176,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,53,2310,Wespendief,68,1958,2025,4,1,0.941176,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,218,15080,Wielewaal,68,1958,2025,52,48,0.235294,TRUE,TRUE,TRUE,TRUE,houden,ecologisch relevante soort van oud loofbos/bosranden,TRUE
800,Bosvogels,212,14610,Zwarte Mees,68,1958,2025,42,33,0.382353,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
800,Bosvogels,143,8630,Zwarte Specht,68,1958,2025,14,12,0.794118,TRUE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,152,9920,Boerenzwaluw,68,1958,2025,42,35,0.382353,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,205,13490,Bonte Vliegenvanger,68,1958,2025,19,11,0.720588,TRUE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,136,7950,Gierzwaluw,68,1958,2025,3,0,0.955882,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,122,6680,Holenduif,68,1958,2025,45,43,0.338235,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,231,15910,Huismus,68,1958,2025,45,37,0.338235,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,224,15600,Kauw,68,1958,2025,59,55,0.132353,TRUE,TRUE,TRUE,TRUE,houden,passend binnen bebouwing/overige,TRUE
900,Vogels van bebouwing/overige,128,7350,Kerkuil,68,1958,2025,6,3,0.911765,FALSE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,127,7240,Koekoek,68,1958,2025,62,57,0.088235,TRUE,TRUE,TRUE,TRUE,twijfelgeval,breed habitatgebruik; zwakke indicator voor deze restgroep,FALSE
900,Vogels van bebouwing/overige,232,15980,Ringmus,68,1958,2025,34,30,0.500000,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,229,15820,Spreeuw,68,1958,2025,59,58,0.132353,TRUE,TRUE,TRUE,TRUE,houden,passend binnen bebouwing/overige,TRUE
900,Vogels van bebouwing/overige,124,6840,Turkse Tortel,68,1958,2025,45,37,0.338235,TRUE,TRUE,TRUE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
900,Vogels van bebouwing/overige,162,10201,Witte Kwikstaart,68,1958,2025,65,61,0.044118,TRUE,TRUE,TRUE,TRUE,houden,passend binnen bebouwing/overige,TRUE
900,Vogels van bebouwing/overige,169,11210,Zwarte Roodstaart,68,1958,2025,20,8,0.705882,TRUE,TRUE,FALSE,FALSE,niet_technisch_geselecteerd,voldoet niet aan de technische T0-MSI-criteria,FALSE
