"soort_id","soort_naam","latijnse_naam","bron_soort_ids","familie","soortgroep","protocolgroep","geldige_tellingtypen","toewijzingsbron","matrixversie","toelichting"
153,"Huiszwaluw","Delichon urbicum","153","Zwaluwen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
639,"hybride Zwarte Kraai x Bonte Kraai","Corvus corone × Corvus cornix","639",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
302,"IJsduiker","Gavia immer","302",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
362,"IJseend","Clangula hyemalis","362",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
641,"IJsgors","Plectrophenax nivalis","641",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
137,"IJsvogel","Alcedo atthis","137","IJsvogels","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
625,"Jan-van-gent","Morus bassanus","625",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
415,"Kanoetstrandloper","Calidris canutus","415",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
224,"Kauw","Coloeus monedula","224","Kraaien","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
234,"Keep","Fringilla montifringilla","234",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
128,"Kerkuil","Tyto alba","128","Kerkuilen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
88,"Kievit","Vanellus vanellus","88","Plevieren","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
220,"Klapekster","Lanius excubitor","220","Kraaien","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
242,"Kleine Barmsijs","Acanthis cabaret","242","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
146,"Kleine Bonte Specht","Dryobates minor","146","Spechten","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
24,"Kleine Canadese Gans","Branta canadensis","24",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
188,"Kleine Karekiet","Acrocephalus scirpaceus","188","Rietzangers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
107,"Kleine Mantelmeeuw","Larus fuscus","107","Meeuwen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
84,"Kleine Plevier","Charadrius dubius","84","Plevieren","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
417,"Kleine strandloper","Calidris minuta","417",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
9,"Kleine Zilverreiger","Egretta garzetta","9",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
344,"Kleine Zwaan","Cygnus columbianus","344",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
239,"Kneu","Linaria cannabina","239","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
17,"Knobbelzwaan","Cygnus olor","17","Zwanen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
127,"Koekoek","Cuculus canorus","127","Koekoeken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
105,"Kokmeeuw","Chroicocephalus ridibundus","105","Meeuwen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
20,"Kolgans","Anser albifrons","20",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
214,"Koolmees","Parus major","214","Mezen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
178,"Koperwiek","Turdus iliacus","178",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
34,"Krakeend","Mareca strepera","34","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
176,"Kramsvogel","Turdus pilaris","176","Lijsters","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
421,"Krombekstrandloper","Calidris ferruginea","421",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
41,"Krooneend","Netta rufina","41","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
243,"Kruisbek","Loxia curvirostra","243","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
44,"Kuifeend","Aythya fuligula","44","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
210,"Kuifmees","Lophophanes cristatus","210","Mezen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
32,"Mandarijneend","Aix galericulata","32","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
209,"Matkop","Poecile montanus","209","Mezen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
78,"Meerkoet","Fulica atra","78","Rallen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
175,"Merel","Turdus merula","175","Lijsters","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
50,"Middelste Zaagbek","Mergus serrator","50",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
167,"Nachtegaal","Luscinia megarhynchos","167","Vliegenvangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
27,"Nijlgans","Alopochen aegyptiaca","27","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
49,"Nonnetje","Mergellus albellus","49",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
247,"Noordse Goudvink","Pyrrhula pyrrhula pyrrhula","247","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
638,"Noordse Kauw","Corvus monedula monedula","638",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
102,"Oeverloper","Actitis hypoleucos","102","Strandlopers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
498,"Oeverpieper","Anthus petrosus","498",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
151,"Oeverzwaluw","Riparia riparia","151","Zwaluwen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
14,"Ooievaar","Ciconia ciconia","14",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
171,"Paapje","Saxicola rubetra","171","Vliegenvangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
634,"Pallas’ boszanger","Phylloscopus proregulus","634",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
69,"Patrijs","Perdix perdix","69","Hoenders","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
504,"Pestvogel","Bombycilla garrulus","504",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
38,"Pijlstaart","Anas acuta","38","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
213,"Pimpelmees","Cyanistes caeruleus","213","Mezen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
73,"Porseleinhoen","Porzana porzana","73","Rallen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
12,"Purperreiger","Ardea purpurea","12",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
237,"Putter","Carduelis carduelis","237","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
228,"Raaf","Corvus corax","228",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
132,"Ransuil","Asio otus","132","Uilen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
96,"Regenwulp","Numenius phaeopus","96","Strandlopers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
251,"Rietgors","Emberiza schoeniclus","251","Gorzen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
232,"Ringmus","Passer montanus","232","Mussen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
627,"Ringsnaveleend",,"627",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
55,"Rode Wouw","Milvus milvus","55",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
225,"Roek","Corvus frugilegus","225","Kraaien","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
7,"Roerdomp","Botaurus stellaris","7","Reigers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
166,"Roodborst","Erithacus rubecula","166","Vliegenvangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
172,"Roodborsttapuit","Saxicola rubicola","172","Vliegenvangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
48,"Roodhalsfuut","Podiceps grisegena","48","Futen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
300,"Roodkeelduiker","Gavia stellata","300",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
245,"Roodmus","Carpodacus erythrinus","245","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
424,"Rosse grutto","Limosa lapponica","424",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
52,"Rosse Stekelstaart","Oxyura jamaicensis","52",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
351,"Rotgans","Branta bernicla","351",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
163,"Rouwkwikstaart","Motacilla alba yarrellii","163","Kwikstaarten","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
381,"Ruigpootbuizerd","Buteo lagopus","381",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
80,"Scholekster","Haematopus ostralegus","80","Scholeksters","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
636,"Siberische tjiftjaf","Phylloscopus collybita tristis","636",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
238,"Sijs","Spinus spinus","238","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
67,"Slechtvalk","Falco peregrinus","67","Valken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
40,"Slobeend","Spatula clypeata","40","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
65,"Smelleken","Falco columbarius","65",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
